BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
1,HARLEM-WEST,10 COOPS - ELEVATOR APARTMENTS             ,2,2002,42,"601 WEST 136 STREET, 34",10031,0,0,0,0,1926,116050,5/30/2017
4,ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1546,5,83-10 ST JAMES AVENUE,11373,2,0,2,2500,1920,970000,3/28/2017
3,DOWNTOWN-FULTON MALL,10 COOPS - ELEVATOR APARTMENTS             ,2,266,12,"85 LIVINGSTON STREET, 7G",11201,0,0,0,0,1964,112356,1/24/2017
3,OCEAN PARKWAY-NORTH,02 TWO FAMILY DWELLINGS                    ,1,6503,95,409 ELMWOOD AVENUE,11230,2,0,2,2820,1925,0,5/19/2017
3,OCEAN HILL,03 THREE FAMILY DWELLINGS                  ,1,1452,21,1892 BERGEN STREET,11233,3,0,3,2000,1901,663899,5/16/2017
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS                    ,1,1152,57,20 LA SALLE STREET,10303,2,0,2,3800,1930,360000,3/23/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10672,5,88-37 214 STREET,11427,1,0,1,2625,1925,567500,3/3/2017
3,EAST NEW YORK,29 COMMERCIAL GARAGES                      ,4,4527,34,N/A WORTMAN AVENUE,0,0,0,0,1700,0,0,8/9/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,84,1111,140 WEST STREET,10007,1,0,1,0,1930,4530703,3/17/2017
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,321,114,50 ALPINE COURT,10310,1,0,1,4158,1955,610000,6/22/2017
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1253,1199,222 RIVERSIDE DRIVE,10025,1,0,1,0,0,750000,3/20/2017
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1368,7,94-16 25TH AVENUE,11369,1,0,1,3200,1930,0,2/10/2017
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,1,8897,39,87-31 ELDERT LANE,11421,2,0,2,1811,1920,610000,5/4/2017
3,PARK SLOPE,13 CONDOS - ELEVATOR APARTMENTS            ,2,964,1405,251 1 STREET,11215,1,0,1,0,2015,1318633,7/17/2017
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,8871,13,9130 86 ROAD,11421,1,0,1,833,1915,0,3/11/2017
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,821,1327,650 6TH AVENUE,10011,1,0,1,0,1906,1850000,1/9/2017
5,NEW SPRINGVILLE,12 CONDOS - WALKUP APARTMENTS              ,2,2360,1041,1294 ROCKLAND AVENUE,10314,1,0,1,0,1973,0,6/15/2017
3,FLATBUSH-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,5237,26,624 EAST 17TH STREET,11226,6,0,6,4000,1936,1300000,8/2/2017
3,WILLIAMSBURG-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,2261,1039,KENT AVENUE,11249,1,0,1,0,0,0,6/19/2017
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10555,8,93-37 HOLLIS COURT BOULEVA,11428,1,0,1,4012,1925,1,1/19/2017
4,CORONA,01 ONE FAMILY DWELLINGS                    ,1,1722,40,33-35 107TH   STREET,11368,1,0,1,1900,1925,565000,3/17/2017
3,MADISON,01 ONE FAMILY DWELLINGS                    ,1,7336,3,2958 AVENUE T,11229,1,0,1,1600,1945,605000,1/17/2017
4,CORONA,10 COOPS - ELEVATOR APARTMENTS             ,2,1946,1,"99-05 59TH AVENUE, 2-C",11368,0,0,0,0,1962,240000,2/22/2017
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,1,3328,133,108 SOUTH RAILROAD AVE,10305,1,0,1,1848,1960,0,6/21/2017
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2156,14,"67-38 108 STREET, C-25",11375,0,0,0,0,1949,245000,3/7/2017
1,CHELSEA,13 CONDOS - ELEVATOR APARTMENTS            ,2,695,1420,555 W 23RD ST,10011,1,0,1,0,2005,1035000,4/25/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1912,131-05 40TH   ROAD,11354,1,0,1,0,2015,1223160,4/19/2017
3,OCEAN PARKWAY-SOUTH,03 THREE FAMILY DWELLINGS                  ,1,7153,48,365 AVENUE W,11223,3,0,3,2680,1925,0,8/23/2017
4,OAKLAND GARDENS,09 COOPS - WALKUP APARTMENTS               ,2,7636,7,"69-23A 213TH STREET, 233",11364,0,0,0,0,1958,166000,2/23/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2182,134,63-30 GRAND CENTRAL PKWY,11375,2,0,2,1950,1940,0,4/24/2017
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,10202,41,163-43 PHROANE AVENUE,11433,2,0,2,4000,1925,6438,4/7/2017
4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS             ,2,8489,1,"27010 GRAND CENTRAL PARKWA, 28K",11005,0,0,0,0,1972,0,8/7/2017
1,MIDTOWN WEST,10 COOPS - ELEVATOR APARTMENTS             ,2,1049,1,"30 WEST 60TH STREET, 15F",10019,0,0,0,0,1957,0,1/25/2017
3,BROOKLYN HEIGHTS,14 RENTALS - 4-10 UNIT                     ,2B,274,11,99 ATLANTIC AVE,11201,6,1,7,2000,1856,3700000,5/8/2017
3,WINDSOR TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5277,50,615 GREENWOOD AVENUE,11218,1,0,1,1800,1910,814600,3/21/2017
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,7507,23,50-43 231ST   STREET,11364,1,0,1,8047,1955,0,6/29/2017
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,13353,13,146-46 181ST   STREET,11413,1,0,1,4600,1940,850000,4/21/2017
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1152,1043,225 WEST 60TH STREET,10023,1,0,1,0,2005,1950000,8/22/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5724,685,"601 KAPPOCK STREET, 1C",10463,0,0,0,0,1960,270000,4/17/2017
3,PROSPECT HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1129,1067,550 VANDERBILT AVENUE,11238,1,0,1,0,2015,999100,3/31/2017
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1564,129,446 EAST 85TH   STREET,10028,10,0,10,1941,1910,0,7/31/2017
5,ROSSVILLE,02 TWO FAMILY DWELLINGS                    ,1,6166,21,33 AARON LANE,10309,2,0,2,5031,2015,753403,4/13/2017
4,BAYSIDE,09 COOPS - WALKUP APARTMENTS               ,2,5781,1,"17-30 201 STREET, 2-126",11357,0,0,0,0,1952,280000,8/4/2017
3,FLATBUSH-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2,5159,13,"400 EAST 17TH STREET, 711",11226,0,0,0,0,1962,465000,8/1/2017
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,4796,6,2932 ELY AVENUE,10469,1,0,1,2500,2015,515000,4/4/2017
1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1215,61,"170 WEST 85TH STREET, 5NW",10024,0,0,0,0,1900,0,5/3/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1498,10,"11 EAST 86TH STREET, 11B",10028,0,0,0,0,1960,1385000,8/16/2017
4,HILLCREST,01 ONE FAMILY DWELLINGS                    ,1,7044,33,82-60 165 STREET,11432,1,0,1,2088,1927,690000,6/28/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3361,49,1247 MADISON STREET,11221,2,0,2,2000,1920,0,1/27/2017
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,149,1178,57 READE STREET,10007,1,0,1,0,2010,2525000,2/10/2017
3,GRAVESEND,10 COOPS - ELEVATOR APARTMENTS             ,2,6919,1,"2483 WEST 16TH STREET, 13J",11214,0,0,0,0,1963,260000,6/2/2017
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1937,52,252 WEST 132 STREET,10027,2,0,2,1799,1899,1670000,2/8/2017
3,FLATBUSH-EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,7560,1,"3215 AVENUE H, 6J",11210,0,0,0,0,1961,125000,7/18/2017
1,HARLEM-UPPER,09 COOPS - WALKUP APARTMENTS               ,2,2084,16,"529 W 152 STREET, 42",10031,0,0,0,0,1900,120000,3/8/2017
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,1,13492,10,144-20 223RD STREET,11413,2,0,2,2850,1925,365000,7/14/2017
3,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,8819,11,"2240 BURNETT STREET, 2C",11229,0,0,0,0,1952,210000,1/18/2017
4,HOLLISWOOD,01 ONE FAMILY DWELLINGS                    ,1,10505,31,85-80 PALERMO STREET,11423,1,0,1,7315,1930,1050000,1/16/2017
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            ,2,826,1004,1107 BROADWAY,10010,1,0,1,0,1915,3563875,6/13/2017
2,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,2513,6,1072 NELSON AVENUE,10452,3,0,3,2249,1910,130000,5/3/2017
4,ASTORIA,02 TWO FAMILY DWELLINGS                    ,1,820,48,23-24 36TH   STREET,11105,2,0,2,2800,1930,0,3/3/2017
3,FORT GREENE,09 COOPS - WALKUP APARTMENTS               ,2C,2102,61,"149 LAFAYETTE AVENUE, 1B",11238,0,0,0,0,1930,665000,8/22/2017
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,2015,533,47 GRISSOM AVENUE,10314,2,0,2,4560,1970,0,3/21/2017
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,0,2348,1261,184 KENT AVENUE,0,0,0,0,0,0,2063976,8/25/2017
4,FLORAL PARK,01 ONE FAMILY DWELLINGS                    ,1,8740,245,81-20 266TH   STREET,11004,1,0,1,5000,1950,610000,7/31/2017
4,OAKLAND GARDENS,10 COOPS - ELEVATOR APARTMENTS             ,2,7732,2,"213-08 73RD AVENUE, 3H",11364,0,0,0,0,1952,320000,8/9/2017
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11676,44,115-47 133RD   STREET,11420,1,0,1,2000,1920,345000,2/10/2017
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1314,1250,235 EAST 40TH   STREET,10016,1,0,1,0,1986,1185000,8/7/2017
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,6440,39,153-19 60TH AVENUE,11355,2,0,2,2142,1955,0,8/15/2017
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5242,65,392 WINCHESTER AVENUE,10312,1,0,1,4410,1960,50000,2/14/2017
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6568,33,"1360 OCEAN PARKWAY, 14E",11230,0,0,0,0,1964,319000,6/27/2017
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,1,3135,61,65-28 ELLWELL CRESCENT,11374,1,0,1,4158,1953,1100000,7/14/2017
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,5758,442,"315 WEST 232ND STREET, 1D",10463,0,0,0,0,1974,120000,4/28/2017
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6541,27,"1250 OCEAN PARKWAY, 3K-3L",11230,0,0,0,0,1956,799000,4/3/2017
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,1,13470,21,145-75 222ND   STREET,11413,1,0,1,3895,1960,0,5/15/2017
2,MOUNT HOPE/MOUNT EDEN,22 STORE BUILDINGS                         ,4,2863,32,2 WEST BURNSIDE AVENUE,10453,0,6,6,5652,1931,0,1/3/2017
3,BAY RIDGE,03 THREE FAMILY DWELLINGS                  ,1,5910,65,533 73RD STREET,11209,3,0,3,2000,1901,1395000,1/27/2017
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,9156,53,107-45 91ST STREET,11417,1,0,1,2007,1930,415000,5/5/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6686,63,147-03 77TH   AVENUE,11367,1,0,1,1800,1945,0,1/11/2017
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10547,45,93-11 FRANCIS LEWIS BLVD,11428,1,0,1,2500,1935,445000,3/28/2017
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12060,87,142-50 BASCOM AVENUE,11436,1,0,1,2088,1920,0,5/25/2017
4,CORONA,02 TWO FAMILY DWELLINGS                    ,1,1996,79,108-21 41ST AVENUE,11368,2,0,2,2500,1930,980000,2/22/2017
4,BROAD CHANNEL,01 ONE FAMILY DWELLINGS                    ,1,15317,52,15 WEST 13TH ROAD,11693,1,0,1,2500,1915,275000,7/26/2017
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,1,7860,39,49 SEA BREEZE LANE,10307,1,0,1,1275,1988,0,6/15/2017
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS                    ,1,14018,13,160-08 81ST STREET,11414,1,0,1,4483,1970,0,4/12/2017
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,2452,47,38 VENUS LANE,10314,1,0,1,1550,1987,460000,7/25/2017
4,FAR ROCKAWAY,05 TAX CLASS 1 VACANT LAND                 ,1B,15796,28,N/A BEACH 31 STREET,11691,0,0,0,293,0,0,3/9/2017
3,PARK SLOPE,13 CONDOS - ELEVATOR APARTMENTS            ,2,939,1144,145 PARK PLACE,11217,1,0,1,0,0,2350000,7/13/2017
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6330,30,2156 83RD STREET,11214,3,0,3,3000,1920,0,6/19/2017
3,BOROUGH PARK,01 ONE FAMILY DWELLINGS                    ,1,5697,64,1233 58 STREET,11219,1,0,1,2003,1910,0,5/10/2017
4,FLUSHING-NORTH,05 TAX CLASS 1 VACANT LAND                 ,1B,5228,10,N/A OAK AVENUE,11355,0,0,0,2000,0,0,6/23/2017
1,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS            ,2,943,1497,330 EAST 38TH   STREET,10016,1,0,1,0,0,1399000,3/29/2017
1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,69,"1158 5TH AVENUE, 8B",10029,0,0,0,0,1924,5550000,6/16/2017
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,4890,50,967 BROOKLYN AVENUE,11203,2,0,2,1950,1910,400000,3/8/2017
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12304,16,137-20 157TH   STREET,11434,2,0,2,3100,1965,227000,3/30/2017
3,SUNSET PARK,13 CONDOS - ELEVATOR APARTMENTS            ,2,807,1115,462 52ND STREET,11220,1,0,1,0,0,430000,2/27/2017
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS            ,2,1927,1045,222 SKILLMAN STREET,11205,1,0,1,0,0,0,2/15/2017
4,CORONA,07 RENTALS - WALKUP APARTMENTS             ,2A,1606,38,40-67 97TH   STREET,11368,4,0,4,1923,1931,0,3/3/2017
3,OCEAN PARKWAY-SOUTH,02 TWO FAMILY DWELLINGS                    ,1,7104,235,2257 MACDONALD AVENUE,11223,2,0,2,2881,1920,350000,5/19/2017
5,EMERSON HILL,01 ONE FAMILY DWELLINGS                    ,1,837,164,20 ENDOR AVENUE,10301,1,0,1,5580,1965,795000,6/27/2017
4,WOODHAVEN,01 ONE FAMILY DWELLINGS                    ,1,9291,102,89-01 98TH STREET,11421,1,0,1,5399,1930,600000,1/23/2017
3,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS             ,2,7441,245,"2951 OCEAN AVENUE, 1C",11235,0,0,0,0,1957,0,2/8/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1445,7,"315 EAST 70TH STREET, 2C",10021,0,0,0,0,1960,425000,1/12/2017
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,1605,146,211 KIRSHON AVENUE,10314,1,0,1,2660,1965,0,7/25/2017
3,MARINE PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,8820,7,"2251 PLUMB 1ST, 5D",11229,0,0,0,0,1957,215000,5/4/2017
1,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1207,34,"336 CENTRAL PARK WEST, 11B",10025,0,0,0,0,1929,4175000,5/10/2017
3,CANARSIE,02 TWO FAMILY DWELLINGS                    ,1,8144,17,965 EAST 94TH STREET,11236,2,0,2,2008,1935,475000,7/20/2017
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10936,245,110-44 197TH   STREET,11412,1,0,1,5000,1930,475000,5/23/2017
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,11400,24,137-10 WHITELAW STREET,11417,2,0,2,3000,1935,0,2/7/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1491,1,"980 FIFTH AVENUE, 22-B",10075,0,0,0,0,1966,2600000,2/9/2017
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1111,1,"3051 HOBART STREET, 1F",11377,0,0,0,0,1935,260000,7/19/2017
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1829,76,277 JEFFERSON AVENUE,11216,2,0,2,1800,1915,25000,1/25/2017
3,RED HOOK,01 ONE FAMILY DWELLINGS                    ,1,556,26,99 KING STREET,11231,1,0,1,1100,1931,1920000,8/15/2017
1,WASHINGTON HEIGHTS UPPER,07 RENTALS - WALKUP APARTMENTS             ,2,2171,26,65-67 NAGLE AVENUE,10040,25,0,25,6400,1914,6975000,6/7/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6923,26,67-21 169TH   STREET,11365,1,0,1,4000,1950,670000,6/20/2017
5,TOTTENVILLE,05 TAX CLASS 1 VACANT LAND                 ,1B,7792,228,PAGE AVENUE,0,0,0,0,4671,0,6801337,6/21/2017
1,SOHO,45 CONDO HOTELS                            ,4,491,1334,246 SPRING STREET,10013,0,0,1,0,2007,0,8/21/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,84,1048,140 WEST STREET,10007,1,0,1,0,1930,3022675,2/10/2017
4,DOUGLASTON,01 ONE FAMILY DWELLINGS                    ,1,8209,22,50-36 248TH   STREET,11362,1,0,1,5000,1960,0,2/8/2017
5,NEW DORP,02 TWO FAMILY DWELLINGS                    ,1,4202,1,106 ROSE AVENUE,10306,2,0,2,5550,1965,0,8/8/2017
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,142,1109,200 CHAMBERS STREET,10007,1,0,1,0,2005,5726000,6/26/2017
4,JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,9981,2,91-03 138TH PLACE,11435,1,0,1,1125,1915,0,5/11/2017
4,FRESH MEADOWS,01 ONE FAMILY DWELLINGS                    ,1,7192,54,75-69 179TH STREET,11366,1,0,1,4000,1950,860000,4/25/2017
3,GOWANUS,27 FACTORIES                               ,4,432,15,525 UNION STREET,11215,1,1,2,18700,1930,0,6/9/2017
3,MILL BASIN,02 TWO FAMILY DWELLINGS                    ,1,8650,49,2252 EAST 59TH   PLACE,11234,2,0,2,2500,1960,0,3/10/2017
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,1,2391,96,77 SHALE STREET,10314,1,0,1,2990,2016,569202,3/27/2017
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS             ,2A,3009,9,1540 LONGFELLOW AVENUE,10460,4,0,4,2500,1931,10,3/27/2017
5,ROSSVILLE,04 TAX CLASS 1 CONDOS                      ,1A,7055,1221,52 ARROWOOD COURT,10309,1,0,1,0,1984,335000,3/29/2017
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,12807,40,120-40 223RD STREET,11411,1,0,1,4000,1945,0,7/5/2017
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,1977,29,"501 WEST 122ND STREET, 2",10027,0,0,0,0,1901,630000,8/3/2017
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,1,9197,15,85-16 108TH STREET,11418,2,0,2,2500,1910,0,6/30/2017
1,FLATIRON,47 CONDO NON-BUSINESS STORAGE              ,4,819,1373,55 WEST 17TH   STREET,10011,0,0,1,0,2015,0,5/24/2017
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,3172,8,656 BRITTON AVENUE,10304,1,0,1,2600,1960,495000,7/17/2017
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10910,43,104-27 FRANCIS LEWIS BLVD,11429,1,0,1,4800,1945,540000,5/12/2017
3,PARK SLOPE,46 CONDO STORE BUILDINGS                   ,4,941,1001,11 STERLING PLACE,11217,0,0,1,0,1920,0,8/2/2017
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,15,1231,20 WEST STREET,10004,1,0,1,0,1930,770000,1/3/2017
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1113,1393,1 CENTRAL PARK WEST,10023,1,0,1,0,0,10,2/15/2017
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5260,75,33-23 191ST   STREET,11358,1,0,1,4000,1964,0,1/27/2017
2,COUNTRY CLUB,05 TAX CLASS 1 VACANT LAND                 ,1B,5414,190,N/A RADIO DRIVE,10465,0,0,0,3125,0,0,1/16/2017
3,WINDSOR TERRACE,09 COOPS - WALKUP APARTMENTS               ,2,1106,16,"10 PROSPECT PARK SW, 18",11215,0,0,0,0,1920,820000,6/26/2017
4,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS             ,2,8489,1,"270-10 GRAND CENTRAL PKWY., 32K",11005,0,0,0,0,1972,775000,1/19/2017
4,SUNNYSIDE,07 RENTALS - WALKUP APARTMENTS             ,2A,188,29,43-14 42ND   STREET,11104,6,0,6,2800,1931,238780,3/7/2017
1,HARLEM-UPPER,01 ONE FAMILY DWELLINGS                    ,1,2093,134,602 W 147TH STREET,10031,1,0,1,1499,1926,1950000,5/19/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,7920,42,234-07 SEWARD AVENUE,11427,1,0,1,4000,1945,691000,4/20/2017
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,4913,21,518 EAST 46TH   STREET,11203,1,0,1,2000,1920,0,3/27/2017
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,1,1169,37,300 PULASKI AVENUE,10303,1,0,1,2560,1901,0,5/25/2017
3,PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS                    ,1,1053,34,212 16 STREET,11215,2,0,2,1842,1901,1850000,2/15/2017
1,MIDTOWN CBD,13 CONDOS - ELEVATOR APARTMENTS            ,2,1312,1029,117 EAST 57TH STREET,10022,1,0,1,0,1975,3275000,3/6/2017
3,CLINTON HILL,02 TWO FAMILY DWELLINGS                    ,1,1963,81,107 GATES AVENUE,11238,2,0,2,1515,1930,0,6/27/2017
1,UPPER WEST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2C,1150,27,"107 WEST 78TH STREET, C",10024,0,0,0,0,1900,500000,8/15/2017
3,FLATBUSH-LEFFERTS GARDEN,07 RENTALS - WALKUP APARTMENTS             ,2B,1320,1,425 ROGERS AVE,11225,8,2,10,2663,1906,2800000,1/12/2017
3,OCEAN PARKWAY-SOUTH,03 THREE FAMILY DWELLINGS                  ,1,7108,54,2147 EAST 5TH STREET,11223,3,0,3,2750,1925,1500000,6/6/2017
3,MADISON,01 ONE FAMILY DWELLINGS                    ,1,7300,34,1998 EAST 22ND STREET,11229,1,0,1,3000,1930,0,2/20/2017
3,BROWNSVILLE,31 COMMERCIAL VACANT LAND                  ,4,3675,5,253 MOTHER GASTON BLVD,11212,0,0,0,3000,0,250000,4/7/2017
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10296,38,111-70 179TH ST,11433,1,0,1,4000,1950,244000,6/6/2017
4,FLUSHING-SOUTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6527,50,"144-55 MELBOURNE AVENUE, 2B",11367,0,0,0,0,1954,100000,7/10/2017
1,UPPER WEST SIDE (96-116),09 COOPS - WALKUP APARTMENTS               ,2,1860,5,"161 WEST 105TH STREET, 5EF",10025,0,0,0,0,1930,130000,1/9/2017
3,SUNSET PARK,07 RENTALS - WALKUP APARTMENTS             ,2B,830,33,364 55TH   STREET,11220,9,0,9,6800,1984,0,6/13/2017
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3155,109,170 NOLL STREET,11237,2,0,2,1702,2005,950000,2/14/2017
3,BUSHWICK,03 THREE FAMILY DWELLINGS                  ,1,3381,26,94 CORNELIA STREET,11221,3,0,3,2000,1905,950000,1/11/2017
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1403,33,"150 EAST 69TH STREET, 12K",10065,0,0,0,0,1959,0,6/23/2017
5,WOODROW,02 TWO FAMILY DWELLINGS                    ,1,6913,53,280 FOSTER ROAD,10309,2,0,2,6000,2004,0,6/28/2017
3,MADISON,01 ONE FAMILY DWELLINGS                    ,1,6812,65,1767 EAST 29TH   STREET,11229,1,0,1,3150,1925,0,7/3/2017
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,3585,1047,100 COLFAX AVENUE,10306,1,0,1,0,1961,248329,6/21/2017
4,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1429,15,32-16 100TH STREET,11369,2,0,2,2500,2006,0,2/27/2017
3,SHEEPSHEAD BAY,13 CONDOS - ELEVATOR APARTMENTS            ,0,8773,1035,1809 EMMONS AVENUE,0,0,0,0,0,0,983629,5/30/2017
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1688,42,322 EAST 117 STREET,10035,28,1,29,3785,1903,0,8/24/2017
4,RIDGEWOOD,44 CONDO PARKING                           ,4,3524,1030,63-34 FRESH POND ROAD,11385,0,0,1,0,2013,30000,3/2/2017
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2324,1166,34 NORTH 7TH   STREET,11249,1,0,1,0,2007,1200000,1/17/2017
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1051,1435,450 WEST 42ND   STREET,10036,1,0,1,0,2008,1517192,5/18/2017
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11613,71,109-25 133 STREET,11420,1,0,1,2400,1930,530000,6/8/2017
3,WILLIAMSBURG-EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,2251,1113,41 THROOP AVENUE,11206,1,0,1,0,2006,0,2/15/2017
3,MARINE PARK,01 ONE FAMILY DWELLINGS                    ,1,8479,38,1815 EAST 35TH STREET,11234,1,0,1,1800,1925,595000,6/15/2017
